site_name,avulsion_year,av_type,site_area,year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur
A001,1987,fan,South America,2001.0,-0.7802407845684642,-0.5394521311021587,-0.9675239258146192,-0.8806709429281077,-1.1088675358120177,-1.6944294636531927
A001,1987,fan,South America,2002.0,0.8220636717907255,0.7198721282094921,0.4702685085103982,0.5245995070970794,1.6689366743065943,1.042495013267748
A001,1987,fan,South America,2003.0,-0.42825914989283925,-0.20468143180315465,-0.3793470261407155,-0.24007747786911585,-1.0152336860327387,-0.8512420297082296
A001,1987,fan,South America,2004.0,-0.06242364009216231,0.10216339784750227,-0.024638558927839314,0.09859972420564306,0.32685149413692777,0.6473502965794902
A001,1987,fan,South America,2005.0,-0.846332665898986,-0.6075264953972014,-0.6662702596571219,-0.5387326637203432,-1.1088675358120177,-1.6944294636531927
A001,1987,fan,South America,2006.0,-1.058335085243814,-0.839028071561062,-1.3228386965139054,-1.3294002230051374,-1.1088675358120177,-1.6944294636531927
A001,1987,fan,South America,2007.0,-1.0737565242209357,-0.8567173093674242,-1.5440697274194952,-1.6390918470110334,-1.0464449692924984,-1.026219231712161
A001,1987,fan,South America,2008.0,-0.7138099705131707,-0.4728125231305846,-0.9530632877765097,-0.8635138044649312,-1.0464449692924984,-1.026219231712161
A001,1987,fan,South America,2009.0,-0.5014686184435708,-0.2707831523898076,-1.077913955712882,-1.0143391083315467,-0.8591772697339403,-0.35800899977112927
A001,1987,fan,South America,2010.0,-0.7719369328115527,-0.5310263049878521,-0.6983701588490515,-0.5736975014522366,-1.077656252552258,-1.272835746680711
A001,1987,fan,South America,2011.0,1.488066475967524,1.1027047910521566,1.327780862093013,1.16324081611844,1.4192464082285168,0.9858745168195963
A001,1987,fan,South America,2012.0,0.14305432430080622,0.2595803822359689,-0.027084609350057576,0.09636739155172856,0.23321764435764875,0.6072326050051965
A001,1987,fan,South America,2013.0,0.14046996227442027,0.25765965572756533,0.1460024539261738,0.2510937454711709,0.20200636109788905,0.5932496635584353
A001,1987,fan,South America,2014.0,1.422991392811317,1.0677323458627432,0.7925522421168283,0.7777427515201707,1.1695561421504392,0.9234370611296018
A001,1987,fan,South America,2015.0,0.4119550748167181,0.4519148593605655,-0.2809287577451571,-0.14295365177125827,0.5141191936954859,0.7204258113088124
A001,1987,fan,South America,2016.0,1.8205594789687627,1.2742684238838915,1.4071838762161428,1.2171532260301237,1.5753028245273153,1.0218750330053465
A001,1987,fan,South America,2017.0,-1.0452861753400955,-0.8241555185755259,-0.32415687817691924,-0.1852991464543046,-0.8903885529936999,-0.4296483127357482
A001,1987,fan,South America,2018.0,0.0348923968162775,0.1779299717274909,0.5683298915720987,0.6034754166344656,-0.17252903801922717,0.39422857345416373
A001,1987,fan,South America,2019.0,-2.737238337401455,-4.401277932205798,-2.5326258340026433,-3.469533011164774,-1.1088675358120177,-1.6944294636531927
A002,1987,fan,South America,1984.0,-0.5934577060043821,-0.4759900910001699,-0.737232117030679,-0.7027524774799987,-0.7045032032398264,-0.4951843287267351
A002,1987,fan,South America,1985.0,0.5345494862034188,0.6983391680994803,0.055464014342497814,0.2524020345957224,0.22760872720055927,0.7929413572125309
A002,1987,fan,South America,1986.0,1.1748094187540254,1.1603863592646193,1.6992180038451237,1.5086867481293718,1.8967393933379941,1.3001365330891055
A002,1987,fan,South America,1987.0,-0.10871670576479699,0.1074991139799898,-0.4665773954447821,-0.33330828763825976,-0.3143168137531533,0.3960740341870742
